Label	Weight	Text
l_FosterCare	1	find child care providers in chicago
l_FosterCare	1	can you give me my upcoming court dates
l_FosterCare	1	i'm looking for child care providers
l_FosterCare	1	i have any upcoming court date
l_FosterCare	1	get child care providers
l_FosterCare	1	i need someone to watch kids
l_FosterCare	1	find places to swap or donate clothes
l_FosterCare	1	do i have anything for thursday
l_FosterCare	1	find child provider
l_FosterCare	1	where are wic offices
l_FosterCare	1	are there upcoming court dates for jane
l_FosterCare	1	get upcoming court dates for jane
l_FosterCare	1	are there approved child care providers near me
l_FosterCare	1	do i have upcoming court date
l_FosterCare	1	what do i have for tomorrow
l_FosterCare	1	can you get my upcoming court dates
l_FosterCare	1	do i have any upcoming appointments
l_FosterCare	1	do i have any court dates
l_FosterCare	1	what do i have planned for march 13th
l_FosterCare	1	get upcoming court dates
l_FosterCare	1	what are my appointment for today
l_FosterCare	1	what are my appointments for today
l_FosterCare	1	find child providers
l_FosterCare	1	see ya later
l_FosterCare	1	can you get my appointments
l_FosterCare	1	i cant remember my court date. can you give me my court date
l_FosterCare	1	can you give me a list of upcoming court dates
l_FosterCare	1	what do i have for thursday
l_FosterCare	1	get child providers in chicago
l_FosterCare	1	can you find my court dates
l_FosterCare	1	i'm looking for wic locations in 20876
l_FosterCare	1	goodbye
l_FosterCare	1	find a child care provider
l_FosterCare	1	i need to find places to donate clothes
l_FosterCare	1	bye
l_FosterCare	1	i realize that i have an upcoming court date. is it important that i attend
l_FosterCare	1	find providers
l_FosterCare	1	i need wic locations
None	1	hey
None	1	should i attend my upcoming court date
None	1	are foster care payments taxable
None	1	i need to find a dmv
None	1	how do i become a licensed foster care provider
None	1	is it important to attend court hearings
None	1	hello
None	1	thanks
None	1	should i attend my upcoming court date
None	1	why is sky blue
None	1	hola
None	1	are wic services free
None	1	do i need to count the foster care income i receive
None	1	what do i need to do to prepare myself for home visit
None	1	i'm looking for dmv locations
None	1	i have a court hearing coming up and was wondering was it important for me to attend
None	1	gobbbledy gook
None	1	3. do i get to choose the foster child for my home
None	1	thank you
None	1	what is wic
None	1	do i have to pay for child care
None	1	how do i become a foster parent
None	1	i have a court hearing coming up and i am wondering if it is important for me to attend
q_fostercare-qna	1	That was correct
q_fostercare-qna	1	You are most welcome
q_fostercare-qna	1	Heh
q_fostercare-qna	1	I like you the best
q_fostercare-qna	1	Am I handsome to you
q_fostercare-qna	1	Give me a little peck
q_fostercare-qna	1	I'm religious
q_fostercare-qna	1	Will you ask something about me
q_fostercare-qna	1	I want you to like me
q_fostercare-qna	1	Way off
q_fostercare-qna	1	Do you think I am handsome today
q_fostercare-qna	1	You're feeling chipper today.
q_fostercare-qna	1	Do you think I seem bad to you
q_fostercare-qna	1	Can you show me how to watch videos
q_fostercare-qna	1	You're being a jerk
q_fostercare-qna	1	That's sexy
q_fostercare-qna	1	What's your opinion of me
q_fostercare-qna	1	Who's your grandfather
q_fostercare-qna	1	Can you play baseball
q_fostercare-qna	1	I want to hear something funny
q_fostercare-qna	1	What's the name of your director
q_fostercare-qna	1	Let's give them something to talk about
q_fostercare-qna	1	How do you want me to call you
q_fostercare-qna	1	Is someone there to talk to me
q_fostercare-qna	1	You are a homosexual.
q_fostercare-qna	1	Can I get a tongue bath
q_fostercare-qna	1	Give us a french kiss
q_fostercare-qna	1	You are being a horse's ass
q_fostercare-qna	1	Sing me a little ditty
q_fostercare-qna	1	Do you think I look bad to you today
q_fostercare-qna	1	You a robosexual
q_fostercare-qna	1	Can we go out sometime
q_fostercare-qna	1	What is your favorite song
q_fostercare-qna	1	You sure are hideous
q_fostercare-qna	1	I demand to speak with someone in charge
q_fostercare-qna	1	You a bisexual
q_fostercare-qna	1	No kidding
q_fostercare-qna	1	I've missed you bot
q_fostercare-qna	1	Is someone around
q_fostercare-qna	1	You're such a babe
q_fostercare-qna	1	I am black
q_fostercare-qna	1	Would you ask me anything about myself
q_fostercare-qna	1	Can you ask anything about myself
q_fostercare-qna	1	You're more beautiful
q_fostercare-qna	1	Won't you sing for me
q_fostercare-qna	1	Do you know Google
q_fostercare-qna	1	Entertain me
q_fostercare-qna	1	Look how smart you are
q_fostercare-qna	1	What are you supposed to be doing
q_fostercare-qna	1	What's good with your family
q_fostercare-qna	1	Gimme five
q_fostercare-qna	1	I'm in Seattle
q_fostercare-qna	1	Should I get a puppy
q_fostercare-qna	1	Am I repulsive today
q_fostercare-qna	1	What a weird thing to say
q_fostercare-qna	1	I am worried that you don't like me
q_fostercare-qna	1	Buenas noches
q_fostercare-qna	1	I can't help but be bored
q_fostercare-qna	1	You got a gender
q_fostercare-qna	1	Is someone around to chat to me
q_fostercare-qna	1	Am I the smartest
q_fostercare-qna	1	Could you be any more boring
q_fostercare-qna	1	Explain where you are
q_fostercare-qna	1	What's your aunt's name
q_fostercare-qna	1	Are you there
q_fostercare-qna	1	Can you show me how to go to the moon
q_fostercare-qna	1	I was so bored my eyes glazed over
q_fostercare-qna	1	Let's play tonsil hockey
q_fostercare-qna	1	How are things
q_fostercare-qna	1	Can you plant a vegetable garden
q_fostercare-qna	1	Are you able to get a haircut
q_fostercare-qna	1	I love politics
q_fostercare-qna	1	Won't you be my pal
q_fostercare-qna	1	Sing for me
q_fostercare-qna	1	How repulsive do you think I am today
q_fostercare-qna	1	Do you identify as lesbian
q_fostercare-qna	1	I love to make art
q_fostercare-qna	1	What age are you
q_fostercare-qna	1	Give me a little make out session
q_fostercare-qna	1	Do you know about the human emotion love
q_fostercare-qna	1	I'm a Democrat
q_fostercare-qna	1	Do you know what I like
q_fostercare-qna	1	Are you able to draw a picture
q_fostercare-qna	1	How would you like me to call you
q_fostercare-qna	1	Do I seem good to you
q_fostercare-qna	1	You're going to die
q_fostercare-qna	1	niiice
q_fostercare-qna	1	I love to play games
q_fostercare-qna	1	Alexa is better
q_fostercare-qna	1	It's a pleasure to finally meet you
q_fostercare-qna	1	Is your dad still alive
q_fostercare-qna	1	Please ask me something about me
q_fostercare-qna	1	Do you ever go hiking
